Temporada,ID_Jogo,Rodada,Data_Hora,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Estadio_Local,Publico,Odd_Mandante,Odd_Empate,Odd_Visitante,xG_Mandante,xG_Visitante,Posse_Mandante,Posse_Visitante,Finalizacoes_Mandante,Finalizacoes_Visitante,No_Alvo_Mandante,No_Alvo_Visitante,Defesas_Goleiro_Mandante,Defesas_Goleiro_Visitante,Chances_Claras_Mandante,Chances_Claras_Visitante,Escanteios_Mandante,Escanteios_Visitante,Passes_Mandante,Passes_Visitante,Amarelos_Mandante,Amarelos_Visitante,Vermelhos_Mandante,Vermelhos_Visitante,Trave_Mandante,Trave_Visitante,Faltas_Mandante,Faltas_Visitante,Temperatura_C,Umidade_Relativa_%,Velocidade_Vento_kmh
2024,r99ND9T2,28,29.09.2024 18:30,Cruzeiro,Vasco,1,1,Mineirão (Belo Horizonte),33 431,1.80,3.40,4.50,0.85,1.27,55%,45%,15,11,6,4,3,5,0,0,11,4,83%(384/461),81%(314/386),0,3,0,1,0,0,7,6,24.6,51.0,18.9
2024,t4VvkQj2,28,29.09.2024 18:30,Internacional,Vitória,3,1,Estádio José Pinheiro Borda (Porto Alegre),38 654,1.40,4.75,8.00,2.59,0.69,53%,47%,9,8,5,5,4,2,0,0,2,6,87%(456/525),83%(342/411),3,1,0,0,0,0,26,6,22.8,74.0,16.3
2024,UNWFjwS6,28,29.09.2024 16:00,Atlético-GO,Fluminense,1,0,Estádio Antonio Accioly (Goiânia),6 755,2.40,3.20,3.10,1.42,1.35,46%,54%,14,12,7,2,2,6,0,0,4,3,83%(268/321),86%(458/535),1,2,0,1,0,0,15,14,34.2,24.0,9.2
2024,GKSBiJC0,28,29.09.2024 16:00,Fortaleza,Cuiabá,1,0,Castelão (Fortaleza),32 085,1.73,3.70,4.75,0.61,0.1,50%,50%,12,2,6,1,1,5,0,0,7,3,86%(413/482),81%(330/409),2,4,0,0,0,0,18,9,28.1,68.0,22.5
2024,McT7hacf,28,29.09.2024 16:00,São Paulo,Corinthians,3,1,Estádio Nacional Mané Garrincha (Brasília),25 888,2.63,2.90,3.00,2.74,0.75,55%,45%,20,11,8,4,3,5,0,0,7,2,86%(339/396),81%(272/337),6,6,0,2,0,0,18,16,31.1,25.0,15.5
2024,CnMKkcsD,28,29.09.2024 11:00,Juventude,Red Bull Bragantino,1,1,Estadio Alfredo Jaconi (Caxias do Sul),6 285,2.63,3.10,2.88,0.9,0.93,48%,52%,12,13,6,6,5,5,0,0,4,5,88%(347/396),88%(329/376),1,5,0,0,0,0,9,19,21.6,52.0,12.3
2024,QVZbfLSs,28,28.09.2024 21:00,Botafogo,Grêmio,0,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),42 220,1.67,3.90,4.50,1.07,0.77,61%,39%,15,11,3,4,4,3,0,0,5,3,94%(492/521),86%(268/313),3,3,0,1,0,0,10,14,22.1,70.0,12.5
2024,r7U3gurl,28,28.09.2024 18:30,Palmeiras,Atlético-MG,2,1,Estádio Brinco de Ouro (Campinas),14 550,1.73,3.70,5.25,2.73,0.26,46%,54%,15,6,8,3,2,6,0,0,7,3,79%(303/382),83%(377/453),2,2,0,0,0,0,15,8,21.9,55.0,27.4
2024,GKls7bCm,29,05.10.2024 21:00,Vasco,Juventude,1,1,São Januário (Rio de Janeiro),18 036,1.75,3.60,5.00,0.84,1.21,52%,48%,16,17,3,5,4,2,0,0,3,6,80%(319/398),74%(255/345),1,3,1,0,0,0,14,13,20.3,75.0,14.5
2024,dz8ACKlQ,29,05.10.2024 19:00,Bahia,Flamengo,0,2,Casa de Apostas Arena Fonte Nova (Salvador),41 978,2.70,3.30,2.63,0.41,2.97,44%,56%,9,14,2,6,4,2,0,0,3,7,83%(355/428),86%(468/547),3,4,1,0,0,0,19,11,25.6,76.0,17.9
2024,Aslo6IRg,29,05.10.2024 19:00,Corinthians,Internacional,2,2,Neo Química Arena (São Paulo),44 597,2.20,3.20,3.30,1.79,0.74,52%,48%,14,10,6,3,1,4,0,0,9,9,82%(362/441),82%(320/392),6,4,0,0,0,0,11,13,15.9,93.0,13.4
2024,p0tb3GBC,29,05.10.2024 19:00,Cuiabá,São Paulo,2,0,Arena Pantanal (Cuiabá),8 131,3.70,2.88,2.30,0.67,0.2,30%,70%,7,10,3,3,3,1,0,0,3,7,74%(147/200),87%(636/730),2,2,0,0,0,0,12,8,32.2,45.0,10.7
2024,69sf4dd6,29,05.10.2024 16:30,Athletico-PR,Botafogo,0,1,Ligga Arena (Curitiba),22 726,3.10,3.60,2.15,1.87,1.57,51%,49%,24,10,3,3,2,3,0,0,8,3,80%(362/454),82%(315/385),2,4,0,0,0,0,8,20,19.4,65.0,12.5
2024,Iq96D0ZJ,29,05.10.2024 16:30,Atlético-MG,Vitória,2,2,Arena MRV (Belo Horizonte),30 861,1.80,3.25,5.50,0.87,0.47,57%,43%,14,8,3,3,1,1,0,0,2,5,85%(426/501),80%(298/373),1,0,1,0,0,0,13,14,27.0,45.0,7.7
2024,lYnk5xs0,29,05.10.2024 16:30,Red Bull Bragantino,Palmeiras,0,0,Estádio Nabi Abi Chedid (Bragança Paulista),9 989,4.33,3.60,1.83,0.81,0.98,44%,56%,16,14,4,5,5,4,0,0,1,3,75%(277/371),85%(439/517),4,3,0,0,0,0,7,15,26.1,43.0,17.2
2024,jwLOlHdJ,29,04.10.2024 21:30,Grêmio,Fortaleza,3,1,Arena do Grêmio (Porto Alegre),21 984,2.05,3.40,3.50,1.57,0.6,38%,62%,18,7,6,5,4,3,0,0,10,2,78%(248/319),86%(469/544),2,5,1,1,0,0,11,9,15.6,79.0,19.9
2024,2Hpw8vcs,29,03.10.2024 21:30,Fluminense,Cruzeiro,1,0,Maracanã (Rio de Janeiro),18 301,2.45,3.00,3.20,0.9,1.53,53%,47%,11,12,5,4,4,4,0,0,2,2,80%(332/416),82%(324/396),8,3,0,0,0,0,19,16,22.4,89.0,9.9
2024,vNu22zRI,29,03.10.2024 19:00,Criciúma,Atlético-GO,2,0,Estádio Heriberto Hülse (Criciúma),11 192,1.83,3.50,4.20,1.29,0.19,48%,52%,17,14,5,3,3,3,0,0,7,6,78%(318/406),80%(355/446),1,4,0,0,0,0,16,7,13.9,76.0,6.4
2024,06NZbMyO,30,20.10.2024 20:00,Juventude,Palmeiras,3,5,Estadio Alfredo Jaconi (Caxias do Sul),10 102,5.25,3.70,1.65,2.29,2.65,52%,48%,25,14,6,7,2,3,0,0,7,5,84%(287/342),81%(267/329),2,5,0,0,0,0,15,19,17.5,91.0,8.3
2024,x8b51ftP,30,19.10.2024 16:00,Internacional,Grêmio,1,0,Estádio José Pinheiro Borda (Porto Alegre),48 049,1.73,3.50,5.25,1.84,0.52,64%,36%,18,9,6,7,7,5,0,0,3,6,83%(413/495),68%(187/275),1,3,0,0,0,0,14,15,23.5,66.0,14.4
2024,rkBD56ht,30,19.10.2024 16:00,Vitória,Red Bull Bragantino,1,0,Barradão (Salvador),25 189,2.20,3.10,3.50,1.3,0.63,49%,51%,11,9,3,1,1,2,0,0,5,5,84%(331/396),81%(327/406),2,1,0,0,0,0,15,8,26.6,76.0,22.4
2024,ttPoAnpP,30,18.10.2024 21:30,Cruzeiro,Bahia,1,1,Mineirão (Belo Horizonte),34 473,1.90,3.60,4.00,1.11,1.2,49%,51%,11,10,3,4,3,2,0,0,5,7,84%(336/400),84%(353/422),1,2,0,0,0,0,10,8,23.0,71.0,7.2
2024,jFEL3pNh,30,18.10.2024 20:00,Botafogo,Criciúma,1,1,Maracanã (Rio de Janeiro),64 727,1.30,5.50,8.50,2.63,0.28,74%,26%,25,6,7,3,2,6,0,0,9,1,88%(603/689),70%(172/247),1,2,0,0,0,0,12,10,22.3,85.0,11.0
2024,Kf6x02MH,30,18.10.2024 19:00,Atlético-GO,Cuiabá,0,0,Estádio Antonio Accioly (Goiânia),3 622,2.20,3.10,3.70,1.12,0.67,60%,40%,16,6,4,0,0,4,0,0,8,4,85%(392/461),73%(232/320),2,3,0,0,0,0,17,15,24.5,73.0,5.4
2024,Yw4Q24xa,30,17.10.2024 20:00,Corinthians,Athletico-PR,5,2,Neo Química Arena (São Paulo),44 116,1.60,3.90,5.75,1.9,1.5,61%,39%,14,22,8,6,4,3,0,0,3,8,85%(479/565),81%(278/344),3,3,0,0,0,0,9,7,17.6,93.0,8.7
2024,COFH4Q7n,30,17.10.2024 20:00,Flamengo,Fluminense,0,2,Maracanã (Rio de Janeiro),55 720,1.73,3.25,5.75,1.41,2.1,60%,40%,19,12,5,3,1,5,0,0,5,1,85%(436/515),79%(274/349),1,3,0,0,0,0,15,15,21.4,92.0,5.7
2024,t47Y0r7B,30,16.10.2024 21:45,Fortaleza,Atlético-MG,1,1,Castelão (Fortaleza),23 046,1.70,3.50,5.75,0.71,1.37,46%,54%,14,18,1,5,4,0,0,0,7,3,81%(307/380),88%(392/447),1,3,2,0,0,0,9,10,25.8,76.0,14.8
2024,ns8U1Oi5,30,16.10.2024 21:45,São Paulo,Vasco,3,0,Estádio Brinco de Ouro (Campinas),15 497,1.80,3.60,4.33,1.58,1.04,48%,52%,14,9,6,3,3,3,0,0,3,5,85%(351/412),84%(364/432),1,0,0,0,0,0,8,6,23.1,75.0,14.1
2024,jyjdGN6b,31,28.10.2024 21:00,Vasco,Bahia,3,2,São Januário (Rio de Janeiro),17 213,2.80,3.40,2.50,1.98,1.91,48%,52%,15,12,8,7,5,5,0,0,2,4,83%(374/449),84%(402/477),3,2,0,0,0,0,11,9,21.8,85.0,11.9
2024,h0nDCu6N,31,28.10.2024 19:00,Cuiabá,Corinthians,0,1,Arena Pantanal (Cuiabá),16 680,3.20,3.10,2.40,0.38,1.26,56%,44%,13,9,5,3,2,5,0,0,5,2,86%(381/444),82%(292/354),5,2,0,0,0,0,14,16,29.0,67.0,8.7
2024,nNoHBaLT,31,26.10.2024 21:00,Criciúma,São Paulo,1,1,Estádio Heriberto Hülse (Criciúma),17 422,3.20,3.10,2.38,0.66,0.91,31%,69%,10,16,3,3,2,2,0,0,6,7,75%(212/281),89%(588/659),2,0,0,0,0,0,13,10,15.1,79.0,7.0
2024,GIcqJPMu,31,26.10.2024 19:00,Atlético-MG,Internacional,1,3,Arena MRV (Belo Horizonte),27 028,3.50,3.10,2.25,1.13,1.62,58%,42%,8,11,3,7,4,2,0,0,3,3,69%(244/352),64%(161/251),3,2,0,0,0,0,15,15,24.5,83.0,6.0
2024,b1g4E1yB,31,26.10.2024 19:00,Red Bull Bragantino,Botafogo,0,1,Estádio Nabi Abi Chedid (Bragança Paulista),7 400,3.50,3.40,2.05,0.12,1.41,38%,62%,6,19,1,5,4,1,0,0,3,6,73%(202/275),81%(359/444),1,1,0,0,0,0,13,17,20.6,86.0,16.9
2024,tQr9DLjH,31,26.10.2024 18:30,Athletico-PR,Cruzeiro,3,0,Ligga Arena (Curitiba),35 959,1.85,3.40,4.50,1.39,0.12,58%,42%,19,2,6,0,0,3,0,0,7,1,88%(464/526),81%(319/392),0,3,0,1,0,0,14,14,17.2,97.0,22.1
2024,CpihH3ih,31,26.10.2024 16:30,Flamengo,Juventude,4,2,Maracanã (Rio de Janeiro),65 700,1.36,4.75,9.00,2.71,0.62,74%,26%,20,5,10,3,1,6,0,0,8,1,89%(552/619),71%(153/216),3,5,0,1,0,0,8,14,27.8,71.0,18.7
2024,vcMwbtiU,31,26.10.2024 16:30,Grêmio,Atlético-GO,3,1,Arena do Grêmio (Porto Alegre),36 959,1.57,4.00,5.75,1.81,1.43,48%,52%,11,13,5,5,4,2,0,0,4,3,85%(323/379),87%(341/394),2,5,0,0,0,0,14,18,20.8,45.0,16.8
2024,KAf0FsM4,31,26.10.2024 16:30,Palmeiras,Fortaleza,2,2,Allianz Parque (São Paulo),40 321,1.36,5.00,8.00,3.25,0.79,60%,40%,16,11,6,3,1,4,0,0,3,3,83%(400/482),75%(245/326),1,5,0,0,0,0,9,17,22.3,69.0,22.3
2024,UL1mIqxn,31,26.10.2024 16:30,Vitória,Fluminense,2,1,Barradão (Salvador),29 497,2.38,2.88,3.40,1.74,0.62,50%,50%,12,12,3,5,4,1,0,0,7,5,86%(339/392),85%(363/425),4,2,0,0,0,0,15,7,27.8,68.0,30.3
2024,4KqJ8W4k,32,06.11.2024 21:00,Atlético-GO,Atlético-MG,1,0,Estádio Antonio Accioly (Goiânia),3 257,2.20,3.20,3.50,0.82,0.66,37%,63%,13,12,3,5,5,2,0,0,4,7,73%(214/293),84%(415/493),2,2,0,0,0,0,11,13,21.4,95.0,3.6
2024,QmHRV26o,32,06.11.2024 21:00,Cruzeiro,Flamengo,0,1,Mineirão (Belo Horizonte),18 493,2.63,3.00,2.88,0.73,0.35,52%,48%,15,10,5,2,1,5,0,0,7,4,84%(362/431),84%(332/394),2,7,0,1,0,0,8,13,21.0,79.0,10.8
2024,4vGVUMLi,32,05.11.2024 21:30,Bahia,São Paulo,0,3,Casa de Apostas Arena Fonte Nova (Salvador),29 599,2.30,3.00,3.40,1.4,1.0,52%,48%,24,9,6,4,1,6,0,0,10,3,87%(378/434),87%(361/416),3,2,0,0,0,0,13,16,26.2,67.0,13.4
2024,C4JwT0j4,32,05.11.2024 21:30,Botafogo,Vasco,3,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),28 757,1.36,4.75,8.50,2.46,0.61,63%,37%,20,11,4,3,3,1,0,0,7,4,92%(531/578),85%(281/331),0,3,0,1,0,0,13,8,24.9,73.0,11.9
2024,lWXr7JTp,32,05.11.2024 21:30,Internacional,Criciúma,2,0,Estádio José Pinheiro Borda (Porto Alegre),29 097,1.36,5.00,8.00,1.36,0.15,69%,31%,20,5,9,4,4,7,0,0,7,3,89%(532/601),74%(199/270),1,2,0,1,0,0,15,13,22.2,87.0,17.1
2024,fT8rSK5A,32,04.11.2024 20:00,Corinthians,Palmeiras,2,0,Neo Química Arena (São Paulo),46 085,3.10,3.25,2.38,0.81,1.21,42%,58%,6,17,4,4,4,2,0,0,2,9,75%(248/332),80%(360/451),2,3,0,0,0,0,18,13,19.9,95.0,14.2
2024,QTpF9Ckq,32,02.11.2024 18:30,Athletico-PR,Vitória,1,2,Ligga Arena (Curitiba),40 666,1.83,3.30,5.00,1.1,1.19,63%,37%,24,11,6,5,3,5,0,0,9,3,80%(387/482),68%(193/285),1,4,0,0,0,0,8,13,18.9,96.0,10.4
2024,nqZN7jKe,32,02.11.2024 18:30,Juventude,Fortaleza,0,3,Estadio Alfredo Jaconi (Caxias do Sul),7 419,2.45,3.20,2.90,1.25,0.92,60%,40%,17,11,6,4,1,6,0,0,5,3,84%(358/428),76%(225/298),3,2,0,0,0,0,7,14,21.1,82.0,13.0
2024,YJ7nRvLG,32,02.11.2024 16:00,Red Bull Bragantino,Cuiabá,0,0,Estádio Nabi Abi Chedid (Bragança Paulista),4 103,1.67,3.40,6.25,1.0,0.45,67%,33%,18,7,4,1,1,4,0,0,11,5,87%(471/542),69%(182/263),1,3,0,0,0,0,8,11,22.9,75.0,6.4
2024,b1FZTtyb,32,01.11.2024 21:00,Fluminense,Grêmio,2,2,Maracanã (Rio de Janeiro),33,2.10,3.20,3.70,2.39,1.73,62%,38%,18,7,7,4,2,5,0,0,8,2,88%(491/560),81%(275/341),6,4,1,0,0,0,15,14,22.8,86.0,12.6
2024,AHKITXtF,33,13.11.2024 20:00,Flamengo,Atlético-MG,0,0,Maracanã (Rio de Janeiro),63 441,2.00,3.25,4.00,2.06,0.84,54%,46%,25,16,6,2,2,6,0,0,7,4,84%(379/452),82%(319/389),1,1,0,0,0,0,14,7,20.3,94.0,6.2
2024,IN9hNVJr,33,09.11.2024 21:00,São Paulo,Athletico-PR,2,1,Estádio do MorumBIS (São Paulo),34 777,1.57,3.80,6.25,1.43,0.21,78%,22%,10,9,3,3,2,1,0,0,5,6,90%(588/653),71%(125/176),2,5,0,0,0,0,5,20,16.5,92.0,13.0
2024,vwb1L9le,33,09.11.2024 19:00,Atlético-GO,Red Bull Bragantino,0,0,Estádio Antonio Accioly (Goiânia),2 236,2.60,3.40,2.63,0.36,1.58,41%,59%,10,17,4,7,7,4,0,0,7,6,77%(242/316),82%(377/458),3,2,0,0,0,0,14,11,21.8,91.0,3.9
2024,EkR9VgC2,33,09.11.2024 19:00,Cruzeiro,Criciúma,2,1,Mineirão (Belo Horizonte),26 599,1.62,3.75,6.00,2.89,1.05,63%,37%,26,12,9,7,6,7,0,0,6,5,85%(508/597),76%(256/338),4,3,0,0,0,0,13,11,20.8,91.0,2.7
2024,0nacMkZl,33,09.11.2024 19:00,Fortaleza,Vasco,3,0,Castelão (Fortaleza),44 293,1.70,3.70,5.00,2.05,0.19,40%,60%,14,4,8,2,2,5,0,0,5,1,80%(273/341),87%(450/520),1,1,0,0,0,0,13,11,26.4,77.0,16.2
2024,8C25KT31,33,09.11.2024 19:00,Juventude,Bahia,2,1,Estadio Alfredo Jaconi (Caxias do Sul),6 091,2.40,3.50,2.80,2.25,0.66,39%,61%,20,8,8,3,2,6,0,0,7,2,81%(251/308),85%(441/518),3,1,0,0,0,0,11,9,15.1,82.0,14.0
2024,l8JMSidL,33,09.11.2024 16:30,Botafogo,Cuiabá,0,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),34 928,1.22,5.75,15.00,2.78,0.16,74%,26%,28,4,5,2,2,5,0,0,8,1,90%(581/648),61%(146/239),0,6,0,0,0,0,8,13,22.9,85.0,14.4
2024,htQDUDR8,33,09.11.2024 16:30,Vitória,Corinthians,1,2,Barradão (Salvador),30 548,3.10,3.10,2.40,1.58,1.0,41%,59%,10,13,2,7,5,1,0,0,14,4,77%(235/304),85%(390/460),4,2,0,0,0,0,11,11,28.1,72.0,26.9
2024,rVIQRBBR,33,08.11.2024 21:30,Palmeiras,Grêmio,1,0,Allianz Parque (São Paulo),33 670,1.38,5.25,7.00,2.6,0.72,61%,39%,33,6,14,1,1,13,0,0,14,1,79%(351/443),69%(202/294),5,3,0,0,0,0,14,9,17.1,96.0,9.6
2024,0nwS6AZ1,33,08.11.2024 19:00,Internacional,Fluminense,2,0,Estádio José Pinheiro Borda (Porto Alegre),35 877,1.48,4.20,7.00,1.42,0.83,51%,49%,16,9,7,2,2,5,0,0,4,4,85%(407/480),82%(373/457),3,1,0,0,0,0,11,10,20.0,72.0,13.4
2024,dYr0tBQK,34,22.11.2024 21:30,Fluminense,Fortaleza,2,2,Maracanã (Rio de Janeiro),37 969,2.00,3.30,4.00,0.84,1.28,74%,26%,10,12,5,5,3,3,2,2,8,3,91%(615/676),77%(181/234),1,2,0,0,0,0,9,11,21.6,87.0,13.0
2024,zPs4uVuR,34,21.11.2024 20:00,Vasco,Internacional,0,1,São Januário (Rio de Janeiro),17 339,3.60,3.25,2.15,1.09,1.26,49%,51%,12,16,2,7,6,2,1,1,8,3,80%(326/407),82%(359/438),1,0,0,0,0,0,8,10,22.9,92.0,17.6
2024,l8uhrXe8,34,20.11.2024 21:30,Atlético-MG,Botafogo,0,0,Arena MRV (Belo Horizonte),,3.90,3.20,2.05,0.09,2.11,30%,70%,3,27,0,4,4,0,0,3,1,11,70%(166/236),87%(463/530),7,2,1,1,0,0,9,11,21.0,95.0,14.1
2024,Q9lyYnY0,34,20.11.2024 19:00,Cuiabá,Flamengo,1,2,Arena Pantanal (Cuiabá),12 891,4.33,3.30,1.85,0.39,1.97,36%,64%,5,19,3,7,5,2,1,2,4,10,77%(226/293),89%(457/513),1,2,0,0,0,0,6,10,27.0,86.0,6.8
2024,n319JmJ7,34,20.11.2024 19:00,Grêmio,Juventude,2,2,Arena do Grêmio (Porto Alegre),40 196,1.80,3.60,4.50,0.63,1.53,56%,44%,11,11,4,5,3,2,2,2,5,4,85%(389/458),77%(275/355),3,5,0,0,1,0,17,16,18.7,82.0,17.0
2024,2BqdsiBE,34,20.11.2024 18:00,Bahia,Palmeiras,1,2,Casa de Apostas Arena Fonte Nova (Salvador),35 993,3.30,3.60,2.10,1.7,0.41,58%,42%,16,11,5,2,0,4,3,0,4,5,83%(390/471),79%(265/335),1,1,0,0,0,1,15,14,26.5,75.0,18.8
2024,C6pXYSIf,34,20.11.2024 16:30,Athletico-PR,Atlético-GO,2,0,Ligga Arena (Curitiba),40 443,1.65,3.70,5.50,1.99,1.18,37%,63%,11,20,8,6,6,6,2,1,6,9,76%(226/298),86%(428/496),1,2,1,0,1,1,9,8,27.2,48.0,3.8
2024,8YwtX6m7,34,20.11.2024 16:30,Criciúma,Vitória,0,1,Estádio Heriberto Hülse (Criciúma),11 068,2.05,3.30,3.70,0.76,0.95,49%,51%,13,14,1,3,2,1,1,2,6,5,83%(346/415),86%(372/434),1,3,1,0,0,1,11,18,18.1,99.0,12.7
2024,IqoTZ83l,34,20.11.2024 16:30,Red Bull Bragantino,São Paulo,1,1,Estádio Nabi Abi Chedid (Bragança Paulista),8 895,2.45,3.10,3.10,1.92,0.5,43%,57%,18,10,5,2,1,4,3,1,1,1,82%(274/336),84%(374/444),3,2,0,0,1,0,16,12,28.2,58.0,6.9
2024,vgnPzklr,34,20.11.2024 11:00,Corinthians,Cruzeiro,2,1,Neo Química Arena (São Paulo),45 756,1.50,4.10,6.50,2.23,0.26,44%,56%,14,8,9,2,1,7,5,0,3,4,83%(327/395),89%(431/483),3,3,0,0,1,0,13,15,30.7,40.0,11.7
2024,zuWRfAuE,35,27.11.2024 21:00,Cruzeiro,Grêmio,1,1,Mineirão (Belo Horizonte),17 723,2.00,3.30,3.90,1.6,0.75,61%,39%,19,9,3,4,3,2,3,2,5,1,87%(499/572),83%(312/376),2,1,0,0,1,0,16,6,24.0,59.0,2.3
2024,8nJEo620,35,26.11.2024 20:00,Fortaleza,Flamengo,0,0,Castelão (Fortaleza),56 646,3.10,3.20,2.40,0.22,1.32,39%,61%,7,16,1,4,4,1,0,6,5,5,79%(249/315),85%(437/517),2,4,0,1,0,1,16,14,27.4,73.0,12.1
2024,dfKzglAQ,35,26.11.2024 19:00,Fluminense,Criciúma,0,0,Maracanã (Rio de Janeiro),38 111,1.62,3.60,6.25,1.05,0.97,64%,36%,19,10,3,3,3,3,0,3,9,4,89%(525/589),77%(258/334),1,2,0,0,1,2,6,15,25.7,71.0,8.2
2024,EVUVgUfK,35,24.11.2024 16:00,Bahia,Athletico-PR,1,1,Casa de Apostas Arena Fonte Nova (Salvador),25 768,1.70,3.90,4.75,2.21,0.81,74%,26%,25,6,8,3,2,7,7,2,11,1,92%(597/647),71%(170/241),1,2,0,0,1,0,7,13,25.4,80.0,21.0
2024,CKP5mSXm,35,24.11.2024 16:00,Corinthians,Vasco,3,1,Neo Química Arena (São Paulo),45 767,1.60,4.00,5.50,1.2,0.27,60%,40%,23,8,8,2,1,5,1,0,7,6,89%(441/494),80%(269/337),1,4,0,0,0,0,8,14,21.9,60.0,13.7
2024,nPxpWQ2D,35,24.11.2024 16:00,Internacional,Red Bull Bragantino,4,1,Estádio José Pinheiro Borda (Porto Alegre),43 928,1.57,4.20,5.50,3.01,0.3,54%,46%,16,5,7,1,0,3,4,1,8,4,83%(347/420),79%(274/349),2,2,0,0,2,0,16,12,27.0,60.0,16.9
2024,jBO9nnmf,35,23.11.2024 21:30,São Paulo,Atlético-MG,2,2,Estádio do MorumBIS (São Paulo),36 783,1.95,3.00,4.50,0.97,1.03,53%,47%,13,3,4,3,1,2,1,2,7,1,87%(483/555),84%(409/486),3,5,0,1,2,1,11,11,17.1,83.0,12.8
2024,nwIIpQH6,35,23.11.2024 19:30,Atlético-GO,Palmeiras,0,1,Estádio Antonio Accioly (Goiânia),11 216,8.00,5.25,1.33,0.28,0.76,54%,46%,9,10,2,3,2,2,0,0,4,2,84%(387/462),79%(308/389),3,2,0,0,0,1,16,14,22.6,93.0,4.8
2024,IcQ1l8Is,35,23.11.2024 19:30,Botafogo,Vitória,1,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),29 235,1.40,4.75,8.00,1.93,0.5,73%,27%,26,10,9,4,3,8,1,0,10,0,87%(564/648),70%(177/253),3,4,1,0,0,0,10,7,21.7,80.0,9.1
2024,t0HMqpXC,35,23.11.2024 19:30,Juventude,Cuiabá,1,1,Estadio Alfredo Jaconi (Caxias do Sul),6 932,1.60,3.75,6.25,1.25,0.54,59%,41%,19,7,4,1,0,3,1,2,6,5,85%(423/500),77%(262/340),0,3,0,0,1,1,9,7,17.7,80.0,17.9
2024,zNxdbqn6,36,01.12.2024 18:30,Athletico-PR,Fluminense,1,1,Ligga Arena (Curitiba),41 375,2.30,2.88,3.70,1.17,1.45,29%,71%,16,15,4,4,3,3,1,2,3,8,76%(187/246),89%(540/610),1,2,1,1,0,0,10,10,26.4,60.0,7.6
2024,t0whaPWa,36,01.12.2024 18:30,Red Bull Bragantino,Cruzeiro,1,1,Estádio Nabi Abi Chedid (Bragança Paulista),6 223,2.00,3.30,4.00,0.37,1.01,33%,67%,7,22,2,2,1,1,0,1,6,10,75%(224/300),92%(560/612),2,2,0,0,0,0,11,14,29.7,42.0,8.4
2024,zabD67vQ,36,01.12.2024 18:30,Vitória,Fortaleza,2,0,Barradão (Salvador),29 090,2.20,3.20,3.50,2.74,0.59,29%,71%,19,11,8,2,2,6,5,1,7,8,81%(180/221),89%(493/552),4,3,0,0,0,0,13,10,25.9,82.0,18.4
2024,6sou2Rns,36,01.12.2024 16:00,Flamengo,Internacional,3,2,Maracanã (Rio de Janeiro),56 571,1.85,3.50,4.50,2.59,1.17,56%,44%,17,12,10,6,4,7,4,3,6,4,85%(376/441),81%(279/346),2,2,0,0,1,0,14,12,25.6,83.0,14.9
2024,f3LQr4nJ,36,01.12.2024 16:00,Grêmio,São Paulo,2,1,Arena do Grêmio (Porto Alegre),39 197,2.30,3.10,3.30,1.65,0.23,38%,62%,16,7,8,2,1,6,2,0,10,6,81%(249/308),90%(451/501),1,1,0,0,0,0,11,7,27.1,74.0,10.4
2024,pYqq1o2m,36,30.11.2024 21:30,Vasco,Atlético-GO,2,2,São Januário (Rio de Janeiro),18 270,1.95,3.25,4.20,1.02,1.23,60%,40%,16,12,7,6,4,5,2,2,5,3,88%(509/579),81%(310/384),2,3,0,1,1,0,10,10,23.5,98.0,6.9
2024,WlW4dNGI,36,30.11.2024 19:30,Criciúma,Corinthians,2,4,Estádio Heriberto Hülse (Criciúma),18 075,3.40,3.30,2.20,0.68,2.32,37%,63%,12,19,4,11,7,2,1,3,3,7,79%(271/341),88%(515/583),2,3,0,0,0,0,10,8,21.2,88.0,2.7
2024,EDy0c31C,36,30.11.2024 19:30,Cuiabá,Bahia,1,2,Arena Pantanal (Cuiabá),2 613,4.33,3.40,1.90,1.6,1.0,44%,56%,11,11,2,3,1,1,1,2,3,3,85%(344/403),90%(463/513),4,1,0,0,0,0,9,8,25.8,87.0,7.1
2024,d8a97mPJ,36,26.11.2024 21:30,Atlético-MG,Juventude,2,3,Estádio Raimundo Sampaio (Arena Independência) (Belo Horizonte),,2.55,3.00,3.10,2.96,1.1,64%,36%,21,13,6,7,4,4,4,2,9,5,87%(464/531),72%(217/300),1,0,0,0,2,0,13,8,,,
2024,SdZm05Hg,36,26.11.2024 21:30,Palmeiras,Botafogo,1,3,Allianz Parque (São Paulo),31 753,2.00,3.20,4.10,1.5,1.3,55%,45%,20,13,6,7,4,5,3,3,5,7,81%(312/387),77%(251/326),2,4,1,0,1,0,9,16,26.9,41.0,4.2
2024,pdSubzhN,37,05.12.2024 20:00,Athletico-PR,Red Bull Bragantino,1,2,Ligga Arena (Curitiba),39 779,2.15,3.20,3.60,1.87,0.83,54%,46%,22,13,7,4,2,6,3,1,6,5,76%(292/384),77%(255/333),1,5,0,0,0,0,14,15,17.9,98.0,9.1
