Temporada,ID_Jogo,Rodada,Data_Hora,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Estadio_Local,Publico,Odd_Mandante,Odd_Empate,Odd_Visitante,xG_Mandante,xG_Visitante,Posse_Mandante,Posse_Visitante,Finalizacoes_Mandante,Finalizacoes_Visitante,No_Alvo_Mandante,No_Alvo_Visitante,Defesas_Goleiro_Mandante,Defesas_Goleiro_Visitante,Chances_Claras_Mandante,Chances_Claras_Visitante,Escanteios_Mandante,Escanteios_Visitante,Passes_Mandante,Passes_Visitante,Amarelos_Mandante,Amarelos_Visitante,Vermelhos_Mandante,Vermelhos_Visitante,Trave_Mandante,Trave_Visitante,Faltas_Mandante,Faltas_Visitante,Temperatura_C,Umidade_Relativa_%,Velocidade_Vento_kmh
2020,xt8KxCSd,1,26.01.2021 20:00,Palmeiras,Vasco,1,1,Allianz Parque (São Paulo),,2.05,3.20,3.75,0.0,0.0,54%,46%,14,12,3,3,2,2,0,0,6,3,0%(0/478),0%(0/392),1,1,0,0,0,0,19,11,22.2,87.0,7.0
2020,8hABTMK0,1,03.12.2020 19:00,Goiás,São Paulo,0,3,Estádio da Serrinha (Goiânia),,10.00,4.50,1.36,0.0,0.0,41%,59%,9,15,3,6,3,3,0,0,2,9,0%(0/317),0%(0/456),3,0,0,0,0,0,16,19,28.6,35.0,6.8
2020,zyUyESkd,1,30.09.2020 21:30,Botafogo,Bahia,1,2,Estádio Olímpico Nilton Santos (Rio de Janeiro),,2.50,3.20,2.87,0.0,0.0,61%,39%,15,12,2,4,2,1,0,0,8,5,0%(0/505),0%(0/319),2,3,1,0,0,0,18,14,24.4,91.0,10.0
2020,GW6OyWs3,1,30.09.2020 21:30,Corinthians,Atlético-GO,0,0,Neo Química Arena (São Paulo),,2.25,3.10,3.30,0.0,0.0,53%,47%,12,17,4,6,6,4,0,0,4,7,0%(0/457),0%(0/397),2,0,0,0,0,0,18,12,20.1,91.0,14.5
2020,p6BSzjc9,1,09.08.2020 19:00,Grêmio,Fluminense,1,0,Arena do Grêmio (Porto Alegre),,1.57,3.60,5.50,0.0,0.0,52%,48%,15,10,4,4,4,3,0,0,6,3,0%(0/496),0%(0/447),2,3,0,0,0,0,24,16,18.4,84.0,12.3
2020,O0QXE8zj,1,09.08.2020 16:00,Flamengo,Atlético-MG,0,1,Maracanã (Rio de Janeiro),,1.50,4.20,6.50,0.0,0.0,62%,38%,17,10,2,4,3,2,0,0,9,2,0%(0/525),0%(0/321),3,2,0,0,0,0,12,24,22.5,78.0,11.1
2020,Sr23Vrjl,1,09.08.2020 16:00,Santos,Red Bull Bragantino,1,1,Vila Belmiro (Santos),,2.10,3.30,3.30,0.0,0.0,54%,46%,10,18,4,6,5,3,0,0,4,2,0%(0/444),0%(0/377),0,1,0,0,0,0,10,19,21.7,79.0,5.0
2020,OdAWZ9CF,1,08.08.2020 21:00,Sport,Ceará,3,2,Estádio Adelmar da Costa Carvalho (Recife),,2.90,3.00,2.55,0.0,0.0,40%,60%,8,9,4,5,3,1,0,0,2,4,0%(0/324),0%(0/487),3,3,0,0,0,0,15,18,23.5,85.0,15.8
2020,6LayZTRL,1,08.08.2020 19:30,Coritiba,Internacional,0,1,Estádio Couto Pereira (Curitiba),,4.00,3.10,2.05,0.0,0.0,43%,57%,3,8,1,4,3,1,0,0,2,6,0%(0/382),0%(0/504),3,4,0,0,0,0,11,21,14.0,100.0,11.3
2020,A7i8U25f,1,08.08.2020 19:00,Fortaleza,Athletico-PR,0,2,Castelão (Fortaleza),,2.05,3.10,3.50,0.0,0.0,44%,56%,8,9,3,5,3,3,0,0,4,4,0%(0/414),0%(0/549),3,2,1,0,0,0,14,10,25.5,81.0,13.9
2020,x4j7T7kq,2,13.08.2020 20:00,Vasco,Sport,2,0,São Januário (Rio de Janeiro),,2.10,3.00,4.00,0.0,0.0,46%,54%,9,13,6,1,1,4,0,0,5,8,0%(0/371),0%(0/416),2,3,0,1,0,0,29,17,21.1,93.0,4.8
2020,zB8gkkC2,2,13.08.2020 19:30,Internacional,Santos,2,0,Estádio José Pinheiro Borda (Porto Alegre),,1.83,3.30,4.50,0.0,0.0,58%,42%,25,6,7,1,1,5,0,0,9,4,0%(0/515),0%(0/379),2,3,0,0,0,0,28,14,15.4,96.0,6.3
2020,GfkBSR4k,2,13.08.2020 19:15,São Paulo,Fortaleza,1,0,Estádio do MorumBIS (São Paulo),,1.57,3.60,6.50,0.0,0.0,52%,48%,13,12,3,3,3,2,0,0,5,7,0%(0/474),0%(0/443),1,2,0,0,0,0,16,18,25.1,37.0,10.1
2020,82PVV0Bs,2,12.08.2020 21:30,Ceará,Grêmio,1,1,Castelão (Fortaleza),,2.55,3.10,2.87,0.0,0.0,42%,58%,10,12,5,8,7,4,0,0,1,7,0%(0/421),0%(0/571),3,1,0,0,0,0,17,7,25.5,84.0,19.5
2020,KO3uYmsS,2,12.08.2020 21:30,Fluminense,Palmeiras,1,1,Maracanã (Rio de Janeiro),,4.75,3.30,1.80,0.0,0.0,52%,48%,7,6,1,1,0,0,0,0,3,3,0%(0/430),0%(0/400),3,3,0,0,0,0,20,31,20.7,85.0,7.2
2020,xxUZUKQm,2,12.08.2020 20:30,Atlético-GO,Flamengo,3,0,Estádio Olímpico Pedro Ludovico (Goiânia),,7.50,4.50,1.40,0.0,0.0,35%,65%,12,7,7,3,3,4,0,0,11,5,0%(0/284),0%(0/555),1,1,0,1,0,0,15,19,25.0,32.0,5.9
2020,lECcl9R8,2,12.08.2020 20:30,Bahia,Coritiba,1,0,Casa de Apostas Arena Fonte Nova (Salvador),,2.05,3.20,3.80,0.0,0.0,46%,54%,12,12,5,3,3,4,0,0,3,8,0%(0/420),0%(0/486),0,5,0,0,0,0,16,18,23.4,84.0,19.0
2020,Wx22mTtF,2,12.08.2020 19:15,Athletico-PR,Goiás,2,1,Ligga Arena (Curitiba),,-,-,-,0.0,0.0,78%,22%,19,13,4,3,2,2,0,0,3,3,0%(0/728),0%(0/196),3,3,0,0,0,0,16,18,13.4,98.0,15.3
2020,M7KBQ5Z1,2,12.08.2020 19:15,Atlético-MG,Corinthians,3,2,Mineirão (Belo Horizonte),,1.90,3.40,4.00,0.0,0.0,55%,45%,22,8,13,5,3,10,0,0,8,4,0%(0/515),0%(0/426),0,1,0,0,0,0,19,11,19.1,74.0,16.4
2020,rHL7RoKe,2,12.08.2020 19:15,Red Bull Bragantino,Botafogo,1,1,Estádio Nabi Abi Chedid (Bragança Paulista),,1.65,3.60,5.50,0.0,0.0,54%,46%,23,9,8,3,2,7,0,0,12,3,0%(0/558),0%(0/472),3,1,0,0,0,0,13,8,21.5,42.0,9.6
2020,4lLjRxQC,3,16.08.2020 19:45,Santos,Athletico-PR,3,1,Vila Belmiro (Santos),,2.45,3.10,3.00,0.0,0.0,33%,67%,11,12,6,2,1,3,0,0,2,6,0%(0/292),0%(0/587),1,1,0,0,0,0,9,22,20.8,93.0,3.1
2020,UVhDrvem,3,16.08.2020 19:30,Fortaleza,Botafogo,0,0,Estadio Presidente Vargas (Fortaleza),,1.95,3.25,3.75,0.0,0.0,58%,42%,12,15,1,6,6,1,0,0,4,7,0%(0/561),0%(0/394),2,1,0,0,0,0,9,8,25.8,80.0,20.7
2020,CfrIsbAg,3,16.08.2020 19:00,Atlético-GO,Sport,1,1,Estádio Antonio Accioly (Goiânia),,2.00,3.20,3.75,0.0,0.0,32%,68%,10,15,4,4,3,3,0,0,4,9,0%(0/234),0%(0/504),2,2,1,0,0,0,13,15,30.9,23.0,1.1
2020,GSSwUvtf,3,16.08.2020 18:00,Fluminense,Internacional,2,1,Maracanã (Rio de Janeiro),,3.60,3.00,2.20,0.0,0.0,43%,57%,10,9,5,3,2,3,0,0,1,4,0%(0/339),0%(0/434),2,2,0,0,0,0,13,24,21.8,89.0,9.0
2020,bm2sl0XP,3,16.08.2020 16:00,Bahia,Red Bull Bragantino,2,1,Casa de Apostas Arena Fonte Nova (Salvador),,2.87,3.10,2.50,0.0,0.0,42%,58%,10,16,4,3,2,2,0,0,3,7,0%(0/376),0%(0/502),1,1,0,0,0,0,16,16,25.1,79.0,17.7
2020,biIrTbe0,3,16.08.2020 16:00,Vasco,São Paulo,2,1,São Januário (Rio de Janeiro),,2.87,3.30,2.30,0.0,0.0,41%,59%,8,11,3,5,4,1,0,0,3,4,0%(0/380),0%(0/553),2,5,0,0,0,0,16,15,22.5,84.0,12.7
2020,ruKfQduJ,3,16.08.2020 11:00,Atlético-MG,Ceará,2,0,Mineirão (Belo Horizonte),,1.53,4.00,6.00,0.0,0.0,61%,39%,11,13,6,1,1,4,0,0,4,0,0%(0/474),0%(0/302),2,4,0,0,0,0,14,15,26.0,41.0,14.4
2020,ARLnSIA6,3,15.08.2020 21:30,Palmeiras,Goiás,1,1,Allianz Parque (São Paulo),,1.18,5.50,13.00,0.0,0.0,67%,33%,12,10,3,5,4,2,0,0,6,2,0%(0/670),0%(0/342),1,3,0,0,0,0,11,17,16.5,80.0,10.8
2020,GSl9qKus,3,15.08.2020 19:30,Coritiba,Flamengo,0,1,Estádio Couto Pereira (Curitiba),,5.25,3.50,1.61,0.0,0.0,33%,67%,8,18,3,7,6,3,0,0,5,5,0%(0/252),0%(0/519),6,3,1,0,0,0,25,16,16.0,93.0,12.2
2020,Kd3wktIJ,3,15.08.2020 19:00,Grêmio,Corinthians,0,0,Arena do Grêmio (Porto Alegre),,1.75,3.25,5.50,0.0,0.0,47%,53%,23,5,8,2,2,8,0,0,7,5,0%(0/486),0%(0/568),2,3,0,1,0,0,16,14,17.1,85.0,10.1
2020,p82eeHvg,4,20.08.2020 20:00,Ceará,Vasco,0,3,Castelão (Fortaleza),,2.05,3.10,3.80,0.0,0.0,58%,42%,14,6,2,5,2,2,0,0,13,2,0%(0/480),0%(0/361),3,3,0,0,0,0,18,14,25.2,85.0,8.6
2020,x2uUvdfC,4,20.08.2020 20:00,São Paulo,Bahia,1,1,Estádio do MorumBIS (São Paulo),,1.72,3.50,5.00,0.0,0.0,68%,32%,24,8,5,4,3,4,0,0,5,6,0%(0/618),0%(0/299),2,2,0,0,0,0,14,16,13.0,94.0,20.0
2020,lt9ncwAt,4,20.08.2020 19:15,Sport,Santos,0,1,Estádio Adelmar da Costa Carvalho (Recife),,2.40,3.20,3.00,0.0,0.0,41%,59%,11,16,5,5,4,5,0,0,4,5,0%(0/348),0%(0/515),5,2,0,0,0,0,23,17,24.1,89.0,16.7
2020,bBtQuxu6,4,19.08.2020 21:30,Botafogo,Atlético-MG,2,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),,4.50,3.30,1.85,0.0,0.0,26%,74%,10,31,5,9,8,3,0,0,7,16,0%(0/209),0%(0/608),2,0,0,0,0,0,9,10,22.2,92.0,13.0
2020,YTYxwzPO,4,19.08.2020 21:30,Corinthians,Coritiba,3,1,Neo Química Arena (São Paulo),,1.80,3.50,4.33,0.0,0.0,63%,37%,23,9,13,4,3,10,0,0,10,0,0%(0/583),0%(0/354),2,1,0,1,0,0,15,7,15.6,94.0,14.8
2020,vV1afyfa,4,19.08.2020 20:30,Goiás,Fortaleza,1,3,Estádio da Serrinha (Goiânia),,2.62,3.10,2.80,0.0,0.0,47%,53%,13,13,4,3,0,3,0,0,2,6,0%(0/331),0%(0/381),4,2,0,0,0,0,16,15,27.0,33.0,7.3
2020,nXMK1J1P,4,19.08.2020 20:30,Internacional,Atlético-GO,3,0,Estádio José Pinheiro Borda (Porto Alegre),,1.80,3.40,4.75,0.0,0.0,57%,43%,11,7,5,1,1,2,0,0,4,3,0%(0/442),0%(0/334),3,3,1,0,0,0,19,17,11.7,73.0,18.2
2020,6H3idcPn,4,19.08.2020 19:30,Athletico-PR,Palmeiras,0,1,Ligga Arena (Curitiba),,3.40,3.10,2.25,0.0,0.0,56%,44%,6,10,0,3,2,0,0,0,5,7,0%(0/452),0%(0/341),5,0,0,0,0,0,20,19,13.3,91.0,3.9
2020,josMtIPa,4,19.08.2020 19:15,Flamengo,Grêmio,1,1,Maracanã (Rio de Janeiro),,2.05,3.10,4.00,0.0,0.0,60%,40%,8,10,3,2,1,2,0,0,1,2,0%(0/595),0%(0/388),3,3,0,0,0,0,17,20,22.6,87.0,9.8
2020,KQUYwG9I,4,19.08.2020 19:15,Red Bull Bragantino,Fluminense,2,1,Estádio Nabi Abi Chedid (Bragança Paulista),,2.05,3.20,3.80,0.0,0.0,52%,48%,13,9,3,4,3,1,0,0,6,4,0%(0/438),0%(0/402),5,5,0,0,0,0,19,14,18.8,94.0,10.8
2020,6eCJkD8U,5,26.08.2020 21:30,Corinthians,Fortaleza,1,1,Neo Química Arena (São Paulo),,1.83,3.50,4.33,0.0,0.0,59%,41%,21,10,7,3,2,6,0,0,5,1,0%(0/583),0%(0/406),0,2,0,0,0,0,14,12,11.4,94.0,11.0
2020,IZux8fOb,5,23.08.2020 20:00,Ceará,Bahia,2,0,Castelão (Fortaleza),,2.10,3.20,3.60,0.0,0.0,38%,62%,12,19,4,7,7,2,0,0,6,12,0%(0/336),0%(0/539),1,2,0,0,0,0,21,7,25.5,79.0,20.9
2020,pMsU9Ggn,5,23.08.2020 19:00,Sport,São Paulo,0,1,Estádio Adelmar da Costa Carvalho (Recife),,3.25,3.20,2.25,0.0,0.0,54%,46%,10,11,2,4,3,2,0,0,0,3,0%(0/518),0%(0/429),2,3,0,0,0,0,21,25,23.6,83.0,6.8
2020,bV8BiZwI,5,23.08.2020 16:00,Palmeiras,Santos,2,1,Allianz Parque (São Paulo),,1.90,3.20,4.20,0.0,0.0,49%,51%,17,9,5,2,1,3,0,0,5,6,0%(0/362),0%(0/372),5,4,0,1,0,0,21,14,15.1,71.0,21.1
2020,S4DFjggO,5,23.08.2020 16:00,Red Bull Bragantino,Coritiba,1,2,Estádio Nabi Abi Chedid (Bragança Paulista),,1.57,3.80,6.00,0.0,0.0,47%,53%,15,7,2,4,2,1,0,0,10,4,0%(0/324),0%(0/397),2,0,1,0,0,0,17,18,16.8,54.0,20.6
2020,KvA7hFOB,5,23.08.2020 16:00,Vasco,Grêmio,0,0,São Januário (Rio de Janeiro),,4.00,3.10,2.05,0.0,0.0,47%,53%,10,14,3,4,4,3,0,0,6,4,0%(0/413),0%(0/473),5,2,0,0,0,0,23,17,19.8,66.0,8.1
2020,xGK2ge95,5,23.08.2020 11:00,Flamengo,Botafogo,1,1,Maracanã (Rio de Janeiro),,1.36,4.50,9.50,0.0,0.0,67%,33%,15,7,5,1,0,4,0,0,5,4,0%(0/639),0%(0/311),3,3,0,0,0,0,15,17,20.4,61.0,5.1
2020,bocZ6Ew5,5,22.08.2020 21:00,Goiás,Atlético-GO,2,0,Estádio da Serrinha (Goiânia),,2.90,3.10,2.50,0.0,0.0,34%,66%,6,16,2,4,4,0,0,0,3,11,0%(0/274),0%(0/534),5,2,0,0,0,0,26,19,20.4,54.0,15.6
2020,WIwQAdvt,5,22.08.2020 19:00,Internacional,Atlético-MG,1,0,Estádio José Pinheiro Borda (Porto Alegre),,2.25,3.30,3.20,0.0,0.0,33%,67%,6,11,3,1,1,2,0,0,2,5,0%(0/306),0%(0/621),1,2,0,0,0,0,20,21,10.6,64.0,10.5
2020,vqsY8z9h,5,22.08.2020 16:00,Athletico-PR,Fluminense,0,1,Ligga Arena (Curitiba),,1.85,3.25,4.50,0.0,0.0,65%,35%,14,9,5,2,1,5,0,0,7,2,0%(0/607),0%(0/327),4,3,0,0,0,0,21,12,11.0,75.0,18.0
2020,IkUaNZNo,6,30.11.2020 18:00,Grêmio,Goiás,2,1,Arena do Grêmio (Porto Alegre),,1.25,5.25,13.00,0.0,0.0,65%,35%,26,5,10,2,1,8,0,0,8,1,0%(0/671),0%(0/346),2,2,0,0,0,0,15,17,23.4,74.0,20.8
2020,UZzIbjoo,6,18.11.2020 19:00,Atlético-MG,Athletico-PR,0,2,Mineirão (Belo Horizonte),,1.65,3.75,4.50,0.0,0.0,64%,36%,21,10,6,6,4,6,0,0,9,1,0%(0/535),0%(0/304),1,2,0,0,0,0,7,23,22.1,84.0,11.6
2020,p2LGJiNA,6,30.08.2020 18:00,Atlético-GO,Ceará,0,2,Estádio Antonio Accioly (Goiânia),,2.45,3.10,3.00,0.0,0.0,54%,46%,14,13,4,5,3,4,0,0,4,4,0%(0/360),0%(0/305),1,2,1,0,0,0,16,11,30.2,20.0,10.8
2020,v5I8LDhb,6,30.08.2020 16:00,Coritiba,Sport,1,0,Estádio Couto Pereira (Curitiba),,2.30,2.87,3.50,0.0,0.0,58%,42%,13,7,3,2,2,2,0,0,5,2,0%(0/557),0%(0/385),1,4,0,0,0,0,14,19,23.9,66.0,17.7
2020,SQlj3WxU,6,30.08.2020 16:00,Santos,Flamengo,0,1,Vila Belmiro (Santos),,3.75,3.30,2.00,0.0,0.0,52%,48%,22,10,5,6,5,5,0,0,9,2,0%(0/420),0%(0/399),6,7,0,0,0,0,14,26,23.6,77.0,6.4
2020,p2ao4CNN,6,30.08.2020 11:00,São Paulo,Corinthians,2,1,Estádio do MorumBIS (São Paulo),,2.25,3.00,3.50,0.0,0.0,53%,47%,14,7,5,5,4,3,0,0,7,4,0%(0/434),0%(0/387),3,0,0,0,0,0,16,22,26.2,43.0,15.1
2020,juMCKX74,6,29.08.2020 21:00,Fortaleza,Red Bull Bragantino,3,0,Estadio Presidente Vargas (Fortaleza),,2.25,3.20,3.25,0.0,0.0,59%,41%,13,6,6,2,2,3,0,0,3,4,0%(0/567),0%(0/387),2,2,0,1,0,0,22,10,25.9,79.0,25.3
2020,dtT3Mgwh,6,29.08.2020 19:00,Bahia,Palmeiras,1,1,Casa de Apostas Arena Fonte Nova (Salvador),,4.20,3.10,2.00,0.0,0.0,49%,51%,9,11,1,5,4,0,0,0,8,2,0%(0/420),0%(0/454),2,2,0,0,0,0,15,16,23.5,88.0,12.6
2020,xxdw6YhB,6,29.08.2020 19:00,Fluminense,Vasco,2,1,Maracanã (Rio de Janeiro),,2.25,3.10,3.40,0.0,0.0,46%,54%,12,9,3,4,3,1,0,0,2,4,0%(0/450),0%(0/520),4,1,0,1,0,0,19,16,23.2,81.0,9.7
2020,Wbes5h8H,6,29.08.2020 17:00,Botafogo,Internacional,0,2,Estádio Olímpico Nilton Santos (Rio de Janeiro),,4.75,3.25,1.83,0.0,0.0,49%,51%,7,7,2,4,2,2,0,0,5,3,0%(0/472),0%(0/512),3,1,0,0,0,0,14,24,24.6,75.0,11.2
2020,QJu1bsi2,7,03.09.2020 20:00,Atlético-MG,São Paulo,3,0,Mineirão (Belo Horizonte),,2.00,3.20,4.00,0.0,0.0,51%,49%,14,13,8,4,4,5,0,0,5,3,0%(0/493),0%(0/466),0,1,0,0,0,0,18,11,18.9,51.0,11.9
2020,SOJqNQT2,7,03.09.2020 19:00,Grêmio,Sport,1,2,Arena do Grêmio (Porto Alegre),,1.40,4.50,8.00,0.0,0.0,72%,28%,28,5,7,3,1,6,0,0,11,1,0%(0/676),0%(0/274),1,5,0,0,0,0,10,11,13.2,89.0,5.4
2020,Igxg03Mk,7,02.09.2020 21:30,Palmeiras,Internacional,1,1,Allianz Parque (São Paulo),,2.00,3.40,3.80,0.0,0.0,51%,49%,11,8,1,2,1,0,0,0,5,3,0%(0/376),0%(0/378),3,5,0,0,0,0,21,23,16.8,96.0,5.8
2020,CGycaNyd,7,02.09.2020 21:30,Santos,Vasco,2,2,Vila Belmiro (Santos),,1.75,3.60,4.50,0.0,0.0,62%,38%,11,9,5,3,1,3,0,0,9,2,0%(0/409),0%(0/263),1,3,0,0,0,0,17,21,21.4,91.0,3.8
2020,0jXjL4bF,7,02.09.2020 20:30,Athletico-PR,Red Bull Bragantino,1,1,Ligga Arena (Curitiba),,2.30,3.20,3.10,0.0,0.0,58%,42%,11,18,5,3,2,4,0,0,2,8,0%(0/491),0%(0/350),2,2,0,0,0,0,15,12,15.2,100.0,12.2
2020,6FImMpq9,7,02.09.2020 20:30,Bahia,Flamengo,3,5,Casa de Apostas Arena Fonte Nova (Salvador),,3.50,3.10,2.20,0.0,0.0,42%,58%,13,20,7,9,4,4,0,0,5,6,0%(0/456),0%(0/642),1,2,0,0,0,0,8,17,22.2,89.0,24.5
2020,v3wk1q7q,7,02.09.2020 20:30,Botafogo,Coritiba,0,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),,2.05,3.30,3.60,0.0,0.0,55%,45%,17,7,6,3,3,6,0,0,6,6,0%(0/520),0%(0/425),1,1,0,0,0,0,23,21,21.6,90.0,12.2
2020,OhKKIBxH,7,02.09.2020 19:15,Fluminense,Atlético-GO,1,1,Maracanã (Rio de Janeiro),,1.75,3.40,5.00,0.0,0.0,43%,57%,11,15,4,3,2,3,0,0,2,9,0%(0/367),0%(0/465),4,1,1,0,0,0,14,16,21.6,92.0,13.0
2020,M5LaJrTR,7,02.09.2020 19:15,Goiás,Corinthians,1,2,Estádio da Serrinha (Goiânia),,3.30,3.20,2.20,0.0,0.0,46%,54%,11,11,3,4,2,2,0,0,3,6,0%(0/443),0%(0/511),1,3,0,0,0,0,16,12,26.3,27.0,11.5
2020,vsWfKODL,7,02.09.2020 19:00,Ceará,Fortaleza,1,0,Castelão (Fortaleza),,2.37,3.00,3.20,0.0,0.0,27%,73%,9,5,4,0,0,3,0,0,2,6,0%(0/226),0%(0/612),2,2,0,0,0,0,22,18,25.8,76.0,16.3
2020,z9oZXsrL,8,06.09.2020 20:30,Coritiba,Atlético-MG,0,1,Estádio Couto Pereira (Curitiba),,5.00,3.50,1.72,0.0,0.0,47%,53%,13,19,3,2,1,3,0,0,4,4,0%(0/442),0%(0/482),1,3,0,0,0,0,14,19,17.1,99.0,16.3
2020,hpdUYNSE,8,06.09.2020 20:30,Sport,Goiás,2,1,Estádio Adelmar da Costa Carvalho (Recife),,1.85,3.50,4.20,0.0,0.0,52%,48%,17,10,6,4,3,4,0,0,9,4,0%(0/482),0%(0/455),1,0,0,0,0,0,18,17,24.0,76.0,15.3
2020,6ix5SL5r,8,06.09.2020 19:00,Atlético-GO,Grêmio,1,1,Estádio Olímpico Pedro Ludovico (Goiânia),,5.25,3.30,1.75,0.0,0.0,49%,51%,8,6,2,2,1,1,0,0,3,3,0%(0/462),0%(0/474),1,4,0,1,0,0,16,13,26.5,23.0,7.8
2020,hlCVDMjk,8,06.09.2020 18:00,Vasco,Athletico-PR,1,0,São Januário (Rio de Janeiro),,2.25,3.00,3.50,0.0,0.0,32%,68%,8,14,2,4,4,1,0,0,3,2,0%(0/291),0%(0/605),1,1,0,0,0,0,7,16,21.2,96.0,3.3
2020,tAhQZ3D8,8,06.09.2020 16:00,Internacional,Bahia,2,2,Estádio José Pinheiro Borda (Porto Alegre),,1.53,3.75,7.00,0.0,0.0,62%,38%,8,10,5,4,2,3,0,0,8,5,0%(0/474),0%(0/290),2,3,0,0,0,0,11,11,17.0,93.0,14.0
2020,WvBZCt6e,8,06.09.2020 16:00,São Paulo,Fluminense,3,1,Estádio do MorumBIS (São Paulo),,1.85,3.30,4.50,0.0,0.0,50%,50%,20,15,7,5,4,4,0,0,3,2,0%(0/626),0%(0/689),3,0,0,0,0,0,20,13,29.9,23.0,12.3
2020,lG5vC0L1,8,06.09.2020 11:00,Red Bull Bragantino,Palmeiras,1,2,Estádio Nabi Abi Chedid (Bragança Paulista),,3.20,3.20,2.30,0.0,0.0,38%,62%,20,14,4,4,2,3,0,0,5,3,0%(0/349),0%(0/579),1,3,1,0,0,0,23,12,28.1,29.0,6.6
2020,EapwX1cR,8,05.09.2020 21:00,Ceará,Santos,0,1,Castelão (Fortaleza),,2.00,3.10,4.00,0.0,0.0,63%,37%,13,9,6,4,3,6,0,0,7,5,0%(0/412),0%(0/236),4,4,2,2,0,0,18,18,25.8,76.0,17.4
2020,S64rBKz8,8,05.09.2020 19:00,Corinthians,Botafogo,2,2,Neo Química Arena (São Paulo),,1.75,3.30,5.25,0.0,0.0,61%,39%,14,13,6,3,1,4,0,0,12,6,0%(0/541),0%(0/339),3,1,0,0,0,0,18,10,19.4,91.0,9.7
2020,bRCRE2yq,8,05.09.2020 17:00,Flamengo,Fortaleza,2,1,Maracanã (Rio de Janeiro),,1.44,4.00,8.00,0.0,0.0,62%,38%,18,4,8,2,1,6,0,0,11,3,0%(0/512),0%(0/328),1,1,0,0,0,0,12,21,22.8,90.0,9.2
2020,S6QDQaze,9,10.09.2020 21:00,Vasco,Atlético-GO,1,2,São Januário (Rio de Janeiro),,2.10,3.30,3.50,0.0,0.0,54%,46%,9,13,5,7,5,4,0,0,1,4,0%(0/470),0%(0/379),2,1,1,0,0,0,15,23,26.5,71.0,2.6
2020,fZJ2V9wK,9,10.09.2020 19:15,Bahia,Grêmio,0,2,Estádio Governador Roberto Santos (Bahia),,3.75,3.10,2.10,0.0,0.0,50%,50%,17,18,6,6,4,6,0,0,8,4,0%(0/471),0%(0/476),1,4,1,1,0,0,12,9,23.8,75.0,12.5
2020,ENSPNcKD,9,10.09.2020 19:15,Corinthians,Palmeiras,0,2,Neo Química Arena (São Paulo),,3.75,3.10,2.10,0.0,0.0,55%,45%,10,21,4,8,6,4,0,0,5,6,0%(0/517),0%(0/430),4,2,2,0,0,0,13,16,23.3,71.0,11.3
2020,GrLbWkOD,9,10.09.2020 19:15,Internacional,Ceará,2,0,Estádio José Pinheiro Borda (Porto Alegre),,1.66,3.50,5.50,0.0,0.0,62%,38%,17,6,9,1,1,7,0,0,10,3,0%(0/511),0%(0/311),0,2,0,0,0,0,15,16,16.3,83.0,11.0
2020,pry9RuLl,9,09.09.2020 21:30,Fluminense,Flamengo,1,2,Maracanã (Rio de Janeiro),,5.50,3.80,1.61,0.0,0.0,47%,53%,18,13,3,6,4,2,0,0,7,6,0%(0/441),0%(0/510),1,1,0,0,0,0,15,16,22.8,85.0,5.4
2020,zXTLOw57,9,09.09.2020 21:30,Santos,Atlético-MG,3,1,Vila Belmiro (Santos),,4.50,3.75,1.75,0.0,0.0,42%,58%,8,16,4,4,3,1,0,0,4,5,0%(0/302),0%(0/413),1,3,0,1,0,0,11,15,21.4,87.0,3.3
2020,tAUHPJk1,9,09.09.2020 19:15,São Paulo,Red Bull Bragantino,1,1,Estádio do MorumBIS (São Paulo),,2.00,3.30,3.75,0.0,0.0,59%,41%,14,10,5,2,1,4,0,0,5,1,0%(0/490),0%(0/346),4,2,0,0,0,0,18,18,19.0,89.0,9.0
2020,QHAYPm1s,9,09.09.2020 18:00,Fortaleza,Sport,1,0,Estadio Presidente Vargas (Fortaleza),,1.95,3.30,3.90,0.0,0.0,53%,47%,12,4,4,1,1,3,0,0,6,1,0%(0/410),0%(0/368),5,1,0,0,0,0,27,14,26.0,79.0,19.1
2020,8t0wP7Gm,9,09.09.2020 18:00,Goiás,Coritiba,3,3,Estádio da Serrinha (Goiânia),,2.50,3.00,3.00,0.0,0.0,54%,46%,19,13,6,3,0,3,0,0,9,2,0%(0/455),0%(0/388),6,2,1,1,0,0,27,13,30.5,20.0,7.3
2020,ldJ6UThQ,9,09.09.2020 17:30,Athletico-PR,Botafogo,1,1,Ligga Arena (Curitiba),,1.80,3.50,4.50,0.0,0.0,61%,39%,17,12,3,5,4,2,0,0,7,3,0%(0/495),0%(0/310),1,0,0,0,0,0,19,10,17.8,96.0,15.0
2020,G63oNoo0,10,13.09.2020 20:30,Botafogo,Vasco,2,3,Estádio Olímpico Nilton Santos (Rio de Janeiro),,2.60,3.00,2.90,0.0,0.0,50%,50%,25,14,9,6,3,7,0,0,5,4,0%(0/428),0%(0/443),2,2,0,0,0,0,18,8,23.6,75.0,5.2
